4412421,2017-06-17,6,23,321
4412421,2017-06-18,7,0,161
4412421,2017-06-18,7,1,130
4412421,2017-06-18,7,2,80
4412421,2017-06-18,7,3,42
4412421,2017-06-18,7,4,45
4412421,2017-06-18,7,5,51
4412421,2017-06-18,7,6,122
4412421,2017-06-18,7,7,389
4412421,2017-06-18,7,8,648
4412421,2017-06-18,7,9,949
4412421,2017-06-18,7,10,1117
4412421,2017-06-18,7,11,1193
4412421,2017-06-18,7,12,910
4412421,2017-06-18,7,13,865
4412421,2017-06-18,7,14,1243
4412421,2017-06-18,7,15,1307
4412421,2017-06-18,7,16,1239
4412421,2017-06-18,7,17,1396
4412421,2017-06-18,7,18,1114
4412421,2017-06-18,7,19,827
4412421,2017-06-18,7,20,889
4412421,2017-06-18,7,21,905
4412421,2017-06-18,7,22,505
4412421,2017-06-18,7,23,258
4412421,2017-06-19,1,0,128
4412421,2017-06-19,1,1,89
4412421,2017-06-19,1,2,55
4412421,2017-06-19,1,3,42
4412421,2017-06-19,1,4,30
4412421,2017-06-19,1,5,56
4412421,2017-06-19,1,6,267
4412421,2017-06-19,1,7,2375
4412421,2017-06-19,1,8,2517
4412421,2017-06-19,1,9,2317
4412421,2017-06-19,1,10,1616
4412421,2017-06-19,1,11,1106
4412421,2017-06-19,1,12,851
4412421,2017-06-19,1,13,903
4412421,2017-06-19,1,14,986
4412421,2017-06-19,1,15,988
4412421,2017-06-19,1,16,1001
4412421,2017-06-19,1,17,1135
4412421,2017-06-19,1,18,1128
4412421,2017-06-19,1,19,732
4412421,2017-06-19,1,20,562
4412421,2017-06-19,1,21,588
4412421,2017-06-19,1,22,397
4412421,2017-06-19,1,23,236
