4412421,2017-06-12,1,0,190
4412421,2017-06-12,1,1,89
4412421,2017-06-12,1,2,69
4412421,2017-06-12,1,3,33
4412421,2017-06-12,1,4,38
4412421,2017-06-12,1,5,72
4412421,2017-06-12,1,6,242
4412421,2017-06-12,1,7,2589
4412421,2017-06-12,1,8,2956
4412421,2017-06-12,1,9,2564
4412421,2017-06-12,1,10,1692
4412421,2017-06-12,1,11,1246
4412421,2017-06-12,1,12,928
4412421,2017-06-12,1,13,949
4412421,2017-06-12,1,14,1237
4412421,2017-06-12,1,15,1078
4412421,2017-06-12,1,16,998
4412421,2017-06-12,1,17,1175
4412421,2017-06-12,1,18,1119
4412421,2017-06-12,1,19,749
4412421,2017-06-12,1,20,620
4412421,2017-06-12,1,21,719
4412421,2017-06-12,1,22,465
4412421,2017-06-12,1,23,266
4412421,2017-06-13,2,0,161
4412421,2017-06-13,2,1,107
4412421,2017-06-13,2,2,77
4412421,2017-06-13,2,3,42
4412421,2017-06-13,2,4,28
4412421,2017-06-13,2,5,58
4412421,2017-06-13,2,6,184
4412421,2017-06-13,2,7,2121
4412421,2017-06-13,2,8,2665
4412421,2017-06-13,2,9,2150
4412421,2017-06-13,2,10,1502
4412421,2017-06-13,2,11,1031
4412421,2017-06-13,2,12,762
4412421,2017-06-13,2,13,891
4412421,2017-06-13,2,14,1183
4412421,2017-06-13,2,15,1068
4412421,2017-06-13,2,16,1020
4412421,2017-06-13,2,17,1227
4412421,2017-06-13,2,18,1199
4412421,2017-06-13,2,19,642
4412421,2017-06-13,2,20,625
4412421,2017-06-13,2,21,568
4412421,2017-06-13,2,22,483
4412421,2017-06-13,2,23,316
4412421,2017-06-14,3,0,163
4412421,2017-06-14,3,1,94
4412421,2017-06-14,3,2,67
4412421,2017-06-14,3,3,37
4412421,2017-06-14,3,4,35
4412421,2017-06-14,3,5,72
4412421,2017-06-14,3,6,206
4412421,2017-06-14,3,7,1973
4412421,2017-06-14,3,8,2812
4412421,2017-06-14,3,9,2150
4412421,2017-06-14,3,10,1690
4412421,2017-06-14,3,11,1133
4412421,2017-06-14,3,12,811
4412421,2017-06-14,3,13,955
4412421,2017-06-14,3,14,1145
4412421,2017-06-14,3,15,1129
4412421,2017-06-14,3,16,1132
4412421,2017-06-14,3,17,1222
4412421,2017-06-14,3,18,1250
4412421,2017-06-14,3,19,763
4412421,2017-06-14,3,20,622
4412421,2017-06-14,3,21,626
4412421,2017-06-14,3,22,482
4412421,2017-06-14,3,23,285
4412421,2017-06-15,4,0,162
4412421,2017-06-15,4,1,102
4412421,2017-06-15,4,2,65
4412421,2017-06-15,4,3,42
4412421,2017-06-15,4,4,28
4412421,2017-06-15,4,5,60
4412421,2017-06-15,4,6,192
4412421,2017-06-15,4,7,2168
4412421,2017-06-15,4,8,2874
4412421,2017-06-15,4,9,2144
4412421,2017-06-15,4,10,1517
4412421,2017-06-15,4,11,1210
4412421,2017-06-15,4,12,870
4412421,2017-06-15,4,13,1003
4412421,2017-06-15,4,14,1171
4412421,2017-06-15,4,15,1201
4412421,2017-06-15,4,16,1115
4412421,2017-06-15,4,17,1299
4412421,2017-06-15,4,18,1220
4412421,2017-06-15,4,19,721
4412421,2017-06-15,4,20,621
4412421,2017-06-15,4,21,640
4412421,2017-06-15,4,22,476
4412421,2017-06-15,4,23,277
4412421,2017-06-16,5,0,186
4412421,2017-06-16,5,1,116
4412421,2017-06-16,5,2,75
4412421,2017-06-16,5,3,40
4412421,2017-06-16,5,4,32
4412421,2017-06-16,5,5,63
4412421,2017-06-16,5,6,225
4412421,2017-06-16,5,7,2030
4412421,2017-06-16,5,8,2694
4412421,2017-06-16,5,9,2084
4412421,2017-06-16,5,10,1570
4412421,2017-06-16,5,11,1151
4412421,2017-06-16,5,12,923
4412421,2017-06-16,5,13,986
4412421,2017-06-16,5,14,1142
4412421,2017-06-16,5,15,1374
4412421,2017-06-16,5,16,1226
4412421,2017-06-16,5,17,1377
4412421,2017-06-16,5,18,1366
4412421,2017-06-16,5,19,917
4412421,2017-06-16,5,20,663
4412421,2017-06-16,5,21,837
4412421,2017-06-16,5,22,640
4412421,2017-06-16,5,23,339
4412421,2017-06-17,6,0,180
4412421,2017-06-17,6,1,125
4412421,2017-06-17,6,2,74
4412421,2017-06-17,6,3,50
4412421,2017-06-17,6,4,36
4412421,2017-06-17,6,5,59
4412421,2017-06-17,6,6,175
4412421,2017-06-17,6,7,510
4412421,2017-06-17,6,8,905
4412421,2017-06-17,6,9,1328
4412421,2017-06-17,6,10,1382
4412421,2017-06-17,6,11,1432
4412421,2017-06-17,6,12,1062
4412421,2017-06-17,6,13,1074
4412421,2017-06-17,6,14,1261
4412421,2017-06-17,6,15,1251
4412421,2017-06-17,6,16,1271
4412421,2017-06-17,6,17,1355
4412421,2017-06-17,6,18,1262
4412421,2017-06-17,6,19,766
4412421,2017-06-17,6,20,714
4412421,2017-06-17,6,21,776
4412421,2017-06-17,6,22,540
