4412273,2017-06-12,0,151,154
4412273,2017-06-12,1,101,81
4412273,2017-06-12,2,51,44
4412273,2017-06-12,3,29,26
4412273,2017-06-12,4,29,24
4412273,2017-06-12,5,49,37
4412273,2017-06-12,6,183,174
4412273,2017-06-12,7,1251,1266
4412273,2017-06-12,8,1753,1790
4412273,2017-06-12,9,1459,1454
4412273,2017-06-12,10,1305,1470
4412273,2017-06-12,11,853,1226
4412273,2017-06-12,12,863,802
4412273,2017-06-12,13,841,876
4412273,2017-06-12,14,1029,1100
4412273,2017-06-12,15,1029,952
4412273,2017-06-12,16,1001,1014
4412273,2017-06-12,17,1111,1117
4412273,2017-06-12,18,1295,1310
4412273,2017-06-12,19,1015,1104
4412273,2017-06-12,20,784,810
4412273,2017-06-12,21,498,665
4412273,2017-06-12,22,290,449
4412273,2017-06-12,23,137,249
4412273,2017-06-13,0,119,151
4412273,2017-06-13,1,67,101
4412273,2017-06-13,2,35,51
4412273,2017-06-13,3,21,29
4412273,2017-06-13,4,13,29
4412273,2017-06-13,5,22,49
4412273,2017-06-13,6,82,183
4412273,2017-06-13,7,723,1251
4412273,2017-06-13,8,1242,1753
4412273,2017-06-13,9,1204,1459
4412273,2017-06-13,10,1186,1305
4412273,2017-06-13,11,877,853
4412273,2017-06-13,12,675,863
4412273,2017-06-13,13,766,841
4412273,2017-06-13,14,870,1029
4412273,2017-06-13,15,908,1029
4412273,2017-06-13,16,971,1001
4412273,2017-06-13,17,907,1111
4412273,2017-06-13,18,1248,1295
4412273,2017-06-13,19,854,1015
4412273,2017-06-13,20,641,784
4412273,2017-06-13,21,531,498
4412273,2017-06-13,22,411,290
4412273,2017-06-13,23,220,137
4412273,2017-06-14,0,126,119
4412273,2017-06-14,1,95,67
4412273,2017-06-14,2,47,35
4412273,2017-06-14,3,33,21
4412273,2017-06-14,4,39,13
4412273,2017-06-14,5,37,22
4412273,2017-06-14,6,121,82
4412273,2017-06-14,7,1004,723
4412273,2017-06-14,8,1449,1242
4412273,2017-06-14,9,1081,1204
4412273,2017-06-14,10,1456,1186
4412273,2017-06-14,11,1205,877
4412273,2017-06-14,12,815,675
4412273,2017-06-14,13,822,766
4412273,2017-06-14,14,1051,870
4412273,2017-06-14,15,1030,908
4412273,2017-06-14,16,1003,971
4412273,2017-06-14,17,1066,907
4412273,2017-06-14,18,1340,1248
4412273,2017-06-14,19,1052,854
4412273,2017-06-14,20,754,641
4412273,2017-06-14,21,578,531
4412273,2017-06-14,22,457,411
4412273,2017-06-14,23,276,220
4412273,2017-06-15,0,173,126
4412273,2017-06-15,1,99,95
4412273,2017-06-15,2,51,47
4412273,2017-06-15,3,35,33
4412273,2017-06-15,4,32,39
4412273,2017-06-15,5,36,37
4412273,2017-06-15,6,142,121
4412273,2017-06-15,7,1111,1004
4412273,2017-06-15,8,1533,1449
4412273,2017-06-15,9,1469,1081
4412273,2017-06-15,10,1500,1456
4412273,2017-06-15,11,1063,1205
4412273,2017-06-15,12,793,815
4412273,2017-06-15,13,809,822
4412273,2017-06-15,14,1017,1051
4412273,2017-06-15,15,971,1030
4412273,2017-06-15,16,1062,1003
4412273,2017-06-15,17,1136,1066
4412273,2017-06-15,18,1362,1340
4412273,2017-06-15,19,1075,1052
4412273,2017-06-15,20,832,754
4412273,2017-06-15,21,656,578
4412273,2017-06-15,22,447,457
4412273,2017-06-15,23,287,276
4412273,2017-06-16,0,165,173
4412273,2017-06-16,1,107,99
