4412273,2017-06-16,2,48,51
4412273,2017-06-16,3,33,35
4412273,2017-06-16,4,36,32
4412273,2017-06-16,5,42,36
4412273,2017-06-16,6,115,142
4412273,2017-06-16,7,935,1111
4412273,2017-06-16,8,1374,1533
4412273,2017-06-16,9,1401,1469
4412273,2017-06-16,10,1454,1500
4412273,2017-06-16,11,1152,1063
4412273,2017-06-16,12,800,793
4412273,2017-06-16,13,841,809
4412273,2017-06-16,14,1032,1017
4412273,2017-06-16,15,1058,971
4412273,2017-06-16,16,1136,1062
4412273,2017-06-16,17,1302,1136
4412273,2017-06-16,18,1226,1362
4412273,2017-06-16,19,1075,1075
4412273,2017-06-16,20,894,832
4412273,2017-06-16,21,750,656
4412273,2017-06-16,22,546,447
4412273,2017-06-16,23,343,287
4412273,2017-06-17,0,181,165
4412273,2017-06-17,1,104,107
4412273,2017-06-17,2,84,48
4412273,2017-06-17,3,41,33
4412273,2017-06-17,4,37,36
4412273,2017-06-17,5,36,42
4412273,2017-06-17,6,86,115
4412273,2017-06-17,7,407,935
4412273,2017-06-17,8,730,1374
4412273,2017-06-17,9,884,1401
4412273,2017-06-17,10,940,1454
4412273,2017-06-17,11,846,1152
4412273,2017-06-17,12,759,800
4412273,2017-06-17,13,690,841
4412273,2017-06-17,14,760,1032
4412273,2017-06-17,15,823,1058
4412273,2017-06-17,16,812,1136
4412273,2017-06-17,17,1049,1302
4412273,2017-06-17,18,945,1226
4412273,2017-06-17,19,641,1075
4412273,2017-06-17,20,512,894
4412273,2017-06-17,21,479,750
4412273,2017-06-17,22,444,546
4412273,2017-06-17,23,269,343
4412273,2017-06-18,0,166,181
4412273,2017-06-18,1,96,104
4412273,2017-06-18,2,56,84
4412273,2017-06-18,3,48,41
4412273,2017-06-18,4,33,37
4412273,2017-06-18,5,45,36
4412273,2017-06-18,6,77,86
4412273,2017-06-18,7,226,407
4412273,2017-06-18,8,400,730
4412273,2017-06-18,9,550,884
4412273,2017-06-18,10,775,940
4412273,2017-06-18,11,702,846
4412273,2017-06-18,12,615,759
4412273,2017-06-18,13,603,690
4412273,2017-06-18,14,747,760
4412273,2017-06-18,15,842,823
4412273,2017-06-18,16,881,812
4412273,2017-06-18,17,987,1049
4412273,2017-06-18,18,819,945
4412273,2017-06-18,19,611,641
4412273,2017-06-18,20,648,512
4412273,2017-06-18,21,682,479
4412273,2017-06-18,22,466,444
