2,3,6,3,12,604,970,747,718
2,3,6,3,13,745,1074,869,811
2,3,6,3,14,837,1087,933,831
2,3,6,3,15,761,1058,757,736
2,3,6,3,16,634,967,774,692
2,3,6,3,17,528,921,764,760
2,3,6,3,18,475,745,839,871
2,3,6,3,19,501,656,934,1018
2,3,6,3,20,478,620,1010,986
2,3,6,3,21,366,522,886,761
2,3,6,3,22,279,392,717,640
2,3,6,3,23,176,292,579,487
2,4,6,4,0,121,204,402,403
2,4,6,4,1,79,143,300,283
2,4,6,4,2,72,125,220,222
2,4,6,4,3,44,132,289,249
2,4,6,4,4,76,187,404,356
2,4,6,4,5,140,252,564,455
2,4,6,4,6,272,332,496,442
2,4,6,4,7,527,523,601,503
2,4,6,4,8,738,758,753,581
2,4,6,4,9,962,908,835,764
2,4,6,4,10,828,1055,824,747
2,4,6,4,11,762,988,721,675
2,4,6,4,12,777,880,718,586
2,4,6,4,13,802,975,811,716
2,4,6,4,14,915,949,831,699
2,4,6,4,15,853,1001,736,645
2,4,6,4,16,780,840,692,559
2,4,6,4,17,718,835,760,549
2,4,6,4,18,623,662,871,655
2,4,6,4,19,484,627,1018,644
2,4,6,4,20,399,576,986,632
2,4,6,4,21,338,525,761,574
2,4,6,4,22,236,364,640,456
2,4,6,4,23,169,310,487,395
2,5,6,5,0,107,175,403,273
2,5,6,5,1,107,117,283,168
2,5,6,5,2,81,134,222,124
2,5,6,5,3,60,105,249,154
2,5,6,5,4,64,196,356,182
2,5,6,5,5,132,278,455,275
2,5,6,5,6,227,397,442,314
2,5,6,5,7,402,514,503,317
2,5,6,5,8,718,777,581,457
2,5,6,5,9,1007,1005,764,569
2,5,6,5,10,945,1029,747,575
2,5,6,5,11,731,905,675,511
2,5,6,5,12,713,924,586,487
2,5,6,5,13,680,1078,716,512
2,5,6,5,14,871,1109,699,520
2,5,6,5,15,874,1025,645,475
2,5,6,5,16,768,988,559,394
2,5,6,5,17,716,920,549,421
2,5,6,5,18,612,872,655,470
2,5,6,5,19,470,843,644,450
2,5,6,5,20,411,864,632,418
2,5,6,5,21,343,754,574,369
2,5,6,5,22,242,601,456,300
2,5,6,5,23,161,441,395,189
2,6,6,6,0,129,317,273,130
2,6,6,6,1,74,204,168,95
2,6,6,6,2,86,202,124,73
2,6,6,6,3,56,268,154,59
2,6,6,6,4,76,381,182,70
2,6,6,6,5,144,525,275,122
2,6,6,6,6,233,563,314,160
2,6,6,6,7,442,699,317,211
2,6,6,6,8,772,961,457,325
2,6,6,6,9,1024,1164,569,420
2,6,6,6,10,923,1132,575,439
2,6,6,6,11,809,1074,511,350
2,6,6,6,12,769,928,487,324
2,6,6,6,13,767,1003,512,380
2,6,6,6,14,961,1051,520,396
2,6,6,6,15,954,958,475,375
2,6,6,6,16,898,837,394,350
2,6,6,6,17,787,780,421,231
2,6,6,6,18,683,798,470,312
2,6,6,6,19,518,910,450,309
2,6,6,6,20,467,998,418,304
2,6,6,6,21,356,887,369,282
2,6,6,6,22,256,699,300,188
2,6,6,6,23,194,574,189,159
2,7,6,7,0,137,404,130,134
2,7,6,7,1,73,257,95,70
2,7,6,7,2,68,256,73,42
2,7,6,7,3,75,322,59,43
2,7,6,7,4,76,400,70,62
2,7,6,7,5,149,613,122,85
2,7,6,7,6,227,578,160,99
2,7,6,7,7,479,674,211,132
2,7,6,7,8,774,859,325,202
2,7,6,7,9,974,1029,420,262
2,7,6,7,10,933,939,439,268
2,7,6,7,11,770,935,350,247
2,7,6,7,12,778,752,324,220
2,7,6,7,13,874,913,380,212
2,7,6,7,14,959,912,396,219
2,7,6,7,15,916,829,375,170
2,7,6,7,16,837,728,350,123
2,7,6,7,17,761,741,231,109
2,7,6,7,18,637,681,312,89
2,7,6,7,19,543,742,309,68
2,7,6,7,20,428,767,304,85
2,7,6,7,21,344,752,282,79
2,7,6,7,22,302,611,188,46
2,7,6,7,23,193,443,159,52
2,8,7,1,0,141,331,134,66
2,8,7,1,1,102,275,70,41
2,8,7,1,2,82,247,42,24
2,8,7,1,3,71,2,43,15
2,8,7,1,4,88,12,62,20
2,8,7,1,5,128,497,85,34
2,8,7,1,6,248,17,99,66
2,8,7,1,7,432,596,132,108
2,8,7,1,8,783,745,202,184
2,8,7,1,9,1022,845,262,334
2,8,7,1,10,1004,970,268,401
2,8,7,1,11,823,864,247,337
2,8,7,1,12,801,780,220,292
2,8,7,1,13,882,853,212,282
2,8,7,1,14,999,934,219,233
2,8,7,1,15,998,863,170,221
2,8,7,1,16,950,774,123,169
2,8,7,1,17,950,642,109,146
2,8,7,1,18,825,714,89,138
2,8,7,1,19,618,757,68,129
2,8,7,1,20,509,738,85,121
2,8,7,1,21,418,701,79,77
2,8,7,1,22,305,633,46,64
2,8,7,1,23,197,436,52,46
2,9,7,2,0,146,399,66,69
2,9,7,2,1,98,249,41,49
2,9,7,2,2,83,212,24,23
2,9,7,2,3,71,229,15,48
2,9,7,2,4,101,369,20,40
2,9,7,2,5,151,490,34,98
2,9,7,2,6,230,472,66,143
2,9,7,2,7,404,482,108,245
2,9,7,2,8,742,736,184,475
2,9,7,2,9,1032,848,334,718
2,9,7,2,10,1047,826,401,698
2,9,7,2,11,836,805,337,447
2,9,7,2,12,743,747,292,337
2,9,7,2,13,895,869,282,401
2,9,7,2,14,980,933,233,381
2,9,7,2,15,946,757,221,319
2,9,7,2,16,810,774,169,249
2,9,7,2,17,741,764,146,233
2,9,7,2,18,680,839,138,171
2,9,7,2,19,494,934,129,159
2,9,7,2,20,478,1010,121,175
2,9,7,2,21,412,886,77,136
2,9,7,2,22,260,717,64,82
2,9,7,2,23,207,579,46,53
2,10,7,3,0,137,402,69,45
2,10,7,3,1,111,300,49,32
2,10,7,3,2,96,220,23,12
2,10,7,3,3,60,289,48,20
2,10,7,3,4,75,404,40,29
2,10,7,3,5,117,564,98,39
2,10,7,3,6,170,496,143,72
2,10,7,3,7,340,601,245,162
2,10,7,3,8,564,753,475,313
2,10,7,3,9,816,835,718,528
2,10,7,3,10,840,824,698,589
2,10,7,3,11,712,721,447,434
2,10,7,3,12,565,718,337,302
2,10,7,3,13,746,811,401,345
2,10,7,3,14,753,831,381,345
2,10,7,3,15,707,736,319,297
2,10,7,3,16,604,692,249,246
2,10,7,3,17,545,760,233,184
2,10,7,3,18,444,871,171,179
2,10,7,3,19,435,1018,159,177
2,10,7,3,20,455,986,175,165
2,10,7,3,21,355,761,136,134
2,10,7,3,22,256,640,82,83
2,10,7,3,23,173,487,53,51
2,11,7,4,0,128,403,45,43
2,11,7,4,1,65,283,32,21
2,11,7,4,2,66,222,12,28
2,11,7,4,3,69,249,20,23
2,11,7,4,4,60,356,29,28
2,11,7,4,5,118,455,39,48
2,11,7,4,6,282,442,72,74
2,11,7,4,7,432,503,162,163
2,11,7,4,8,770,581,313,336
2,11,7,4,9,996,764,528,468
2,11,7,4,10,901,747,589,549
2,11,7,4,11,872,675,434,394
2,11,7,4,12,757,586,302,322
2,11,7,4,13,849,716,345,380
2,11,7,4,14,934,699,345,392
2,11,7,4,15,852,645,297,292
2,11,7,4,16,839,559,246,270
2,11,7,4,17,785,549,184,261
2,11,7,4,18,570,655,179,223
2,11,7,4,19,542,644,177,218
2,11,7,4,20,440,632,165,181
2,11,7,4,21,309,574,134,165
2,11,7,4,22,254,456,83,105
2,11,7,4,23,187,395,51,65
2,12,7,5,0,122,273,43,49
2,12,7,5,1,92,168,21,48
2,12,7,5,2,61,124,28,31
2,12,7,5,3,66,154,23,25
2,12,7,5,4,80,182,28,36
2,12,7,5,5,150,275,48,58
2,12,7,5,6,238,314,74,95
2,12,7,5,7,445,317,163,191
2,12,7,5,8,771,457,336,296
2,12,7,5,9,1022,569,468,426
2,12,7,5,10,1001,575,549,494
2,12,7,5,11,809,511,394,355
2,12,7,5,12,764,487,322,309
2,12,7,5,13,911,512,380,384
2,12,7,5,14,1011,520,392,404
2,12,7,5,15,879,475,292,325
2,12,7,5,16,880,394,270,314
2,12,7,5,17,790,421,261,290
2,12,7,5,18,625,470,223,251
2,12,7,5,19,480,450,218,237
2,12,7,5,20,420,418,181,226
2,12,7,5,21,368,369,165,170
2,12,7,5,22,272,300,105,134
2,12,7,5,23,181,189,65,124
2,13,7,6,0,154,130,49,90
2,13,7,6,1,80,95,48,75
2,13,7,6,2,61,73,31,68
2,13,7,6,3,69,59,25,73
2,13,7,6,4,92,70,36,69
2,13,7,6,5,133,122,58,113
2,13,7,6,6,218,160,95,130
2,13,7,6,7,426,211,191,222
2,13,7,6,8,776,325,296,318
2,13,7,6,9,1000,420,426,477
2,13,7,6,10,994,439,494,506
2,13,7,6,11,868,350,355,430
2,13,7,6,12,794,324,309,373
2,13,7,6,13,946,380,384,396
2,13,7,6,14,980,396,404,475
2,13,7,6,15,931,375,325,429
2,13,7,6,16,830,350,314,405
2,13,7,6,17,836,231,290,391
2,13,7,6,18,662,312,251,357
2,13,7,6,19,498,309,237,327
2,13,7,6,20,460,304,226,337
2,13,7,6,21,416,282,170,286
2,13,7,6,22,263,188,134,202
2,13,7,6,23,198,159,124,166
2,14,7,7,0,157,134,90,125
2,14,7,7,1,95,70,75,106
2,14,7,7,2,80,42,68,86
2,14,7,7,3,62,43,73,96
2,14,7,7,4,98,62,69,98
2,14,7,7,5,134,85,113,169
2,14,7,7,6,247,99,130,174
2,14,7,7,7,499,132,222,260
2,14,7,7,8,759,202,318,364
2,14,7,7,9,1054,262,477,463
2,14,7,7,10,971,268,506,484
2,14,7,7,11,759,247,430,440
2,14,7,7,12,776,220,373,431
2,14,7,7,13,918,212,396,533
2,14,7,7,14,880,219,475,536
2,14,7,7,15,823,170,429,468
2,14,7,7,16,869,123,405,435
2,14,7,7,17,867,109,391,471
2,14,7,7,18,623,89,357,421
2,14,7,7,19,514,68,327,428
2,14,7,7,20,422,85,337,360
2,14,7,7,21,349,79,286,329
2,14,7,7,22,260,46,202,272
2,14,7,7,23,190,52,166,232
2,15,8,1,0,127,66,125,222
2,15,8,1,1,81,41,106,186
2,15,8,1,2,70,24,86,118
2,15,8,1,3,65,15,96,122
2,15,8,1,4,89,20,98,117
2,15,8,1,5,146,34,169,233
2,15,8,1,6,235,66,174,255
2,15,8,1,7,408,108,260,381
2,15,8,1,8,803,184,364,461
2,15,8,1,9,1034,334,463,536
2,15,8,1,10,961,401,484,539
2,15,8,1,11,816,337,440,476
2,15,8,1,12,794,292,431,440
2,15,8,1,13,927,282,533,457
2,15,8,1,14,995,233,536,530
2,15,8,1,15,895,221,468,464
2,15,8,1,16,789,169,435,439
2,15,8,1,17,901,146,471,413
2,15,8,1,18,770,138,421,358
2,15,8,1,19,588,129,428,324
2,15,8,1,20,472,121,360,305
2,15,8,1,21,415,77,329,264
2,15,8,1,22,353,64,272,197
2,15,8,1,23,239,46,232,174
2,16,8,2,0,124,69,222,140
2,16,8,2,1,90,49,186,127
2,16,8,2,2,82,23,118,87
2,16,8,2,3,75,48,122,77
2,16,8,2,4,84,40,117,79
2,16,8,2,5,122,98,233,192
2,16,8,2,6,21,143,255,208
2,16,8,2,7,393,245,381,340
2,16,8,2,8,673,475,461,441
2,16,8,2,9,930,718,536,577
2,16,8,2,10,1057,698,539,611
2,16,8,2,11,845,447,476,566
2,16,8,2,12,761,337,440,457
2,16,8,2,13,853,401,457,553
2,16,8,2,14,960,381,530,614
2,16,8,2,15,863,319,464,535
2,16,8,2,16,845,249,439,514
2,16,8,2,17,739,233,413,465
2,16,8,2,18,619,171,358,430
2,16,8,2,19,490,159,324,380
2,16,8,2,20,472,175,305,312
2,16,8,2,21,408,136,264,267
2,16,8,2,22,284,82,197,225
2,16,8,2,23,191,53,174,178
2,17,8,3,0,146,45,140,149
2,17,8,3,1,120,32,127,111
2,17,8,3,2,90,12,87,79
2,17,8,3,3,66,20,77,69
2,17,8,3,4,87,29,79,74
2,17,8,3,5,105,39,192,151
2,17,8,3,6,175,72,208,176
2,17,8,3,7,287,162,340,366
2,17,8,3,8,531,313,441,503
2,17,8,3,9,762,528,577,709
2,17,8,3,10,808,589,611,701
2,17,8,3,11,723,434,566,605
2,17,8,3,12,604,302,457,553
2,17,8,3,13,703,345,553,614
2,17,8,3,14,771,345,614,680
2,17,8,3,15,691,297,535,637
2,17,8,3,16,572,246,514,597
2,17,8,3,17,503,184,465,580
2,17,8,3,18,474,179,430,466
2,17,8,3,19,435,177,380,405
2,17,8,3,20,408,165,312,353
2,17,8,3,21,394,134,267,303
2,17,8,3,22,262,83,225,238
2,17,8,3,23,214,51,178,155
2,18,8,4,0,114,43,149,142
2,18,8,4,1,87,21,111,100
2,18,8,4,2,65,28,79,73
2,18,8,4,3,65,23,69,50
2,18,8,4,4,82,28,74,82
2,18,8,4,5,142,48,151,124
2,18,8,4,6,318,74,176,209
2,18,8,4,7,571,163,366,350
2,18,8,4,8,851,336,503,589
2,18,8,4,9,1018,468,709,793
2,18,8,4,10,1059,549,701,713
2,18,8,4,11,837,394,605,646
2,18,8,4,12,824,322,553,574
2,18,8,4,13,919,380,614,691
2,18,8,4,14,978,392,680,760
2,18,8,4,15,926,292,637,736
2,18,8,4,16,880,270,597,566
2,18,8,4,17,805,261,580,570
2,18,8,4,18,660,223,466,527
2,18,8,4,19,559,218,405,397
2,18,8,4,20,518,181,353,342
2,18,8,4,21,410,165,303,295
2,18,8,4,22,281,105,238,249
2,18,8,4,23,193,65,155,164
2,19,8,5,0,150,49,142,91
2,19,8,5,1,90,48,100,74
2,19,8,5,2,68,31,73,55
2,19,8,5,3,85,25,50,48
2,19,8,5,4,94,36,82,64
2,19,8,5,5,177,58,124,122
2,19,8,5,6,283,95,209,190
2,19,8,5,7,459,191,350,363
2,19,8,5,8,832,296,589,597
2,19,8,5,9,1099,426,793,787
2,19,8,5,10,987,494,713,775
2,19,8,5,11,776,355,646,625
2,19,8,5,12,909,309,574,595
2,19,8,5,13,1060,384,691,713
2,19,8,5,14,1000,404,760,749
2,19,8,5,15,930,325,736,694
2,19,8,5,16,896,314,566,713
2,19,8,5,17,802,290,570,586
2,19,8,5,18,630,251,527,564
2,19,8,5,19,628,237,397,456
2,19,8,5,20,483,226,342,420
2,19,8,5,21,386,170,295,344
2,19,8,5,22,326,134,249,229
2,19,8,5,23,189,124,164,196
2,20,8,6,0,135,90,91,120
2,20,8,6,1,93,75,74,85
2,20,8,6,2,87,68,55,80
2,20,8,6,3,81,73,48,56
2,20,8,6,4,99,69,64,67
2,20,8,6,5,176,113,122,126
2,20,8,6,6,278,130,190,173
2,20,8,6,7,435,222,363,326
2,20,8,6,8,829,318,597,560
2,20,8,6,9,1028,477,787,792
2,20,8,6,10,1068,506,775,856
2,20,8,6,11,969,430,625,700
2,20,8,6,12,974,373,595,611
2,20,8,6,13,1077,396,713,742
2,20,8,6,14,1037,475,749,824
2,20,8,6,15,1109,429,694,748
2,20,8,6,16,978,405,713,745
2,20,8,6,17,912,391,586,703
2,20,8,6,18,647,357,564,596
2,20,8,6,19,564,327,456,485
2,20,8,6,20,478,337,420,408
2,20,8,6,21,403,286,344,365
2,20,8,6,22,291,202,229,281
2,20,8,6,23,250,166,196,212
2,21,8,7,0,170,125,120,135
2,21,8,7,1,85,106,85,104
2,21,8,7,2,77,86,80,84
2,21,8,7,3,79,96,56,57
2,21,8,7,4,84,98,67,64
2,21,8,7,5,166,169,126,101
2,21,8,7,6,255,174,173,155
2,21,8,7,7,523,260,326,291
2,21,8,7,8,838,364,560,491
2,21,8,7,9,1081,463,792,734
2,21,8,7,10,966,484,856,731
2,21,8,7,11,822,440,700,643
2,21,8,7,12,856,431,611,571
2,21,8,7,13,972,533,742,658
2,21,8,7,14,1022,536,824,692
2,21,8,7,15,937,468,748,648
2,21,8,7,16,817,435,745,555
2,21,8,7,17,834,471,703,486
2,21,8,7,18,704,421,596,488
2,21,8,7,19,552,428,485,483
2,21,8,7,20,532,360,408,384
2,21,8,7,21,390,329,365,319
2,21,8,7,22,320,272,281,257
2,21,8,7,23,218,232,212,167
2,22,9,1,0,132,222,135,125
2,22,9,1,1,111,186,104,79
2,22,9,1,2,84,118,84,54
2,22,9,1,3,83,122,57,43
2,22,9,1,4,109,117,64,55
2,22,9,1,5,171,233,101,90
2,22,9,1,6,256,255,155,209
2,22,9,1,7,470,381,291,449
2,22,9,1,8,754,461,491,559
2,22,9,1,9,1098,536,734,804
2,22,9,1,10,1004,539,731,788
2,22,9,1,11,871,476,643,665
2,22,9,1,12,873,440,571,639
2,22,9,1,13,967,457,658,741
2,22,9,1,14,1016,530,692,860
2,22,9,1,15,964,464,648,711
2,22,9,1,16,891,439,555,677
2,22,9,1,17,764,413,486,694
2,22,9,1,18,719,358,488,545
2,22,9,1,19,615,324,483,427
2,22,9,1,20,533,305,384,353
2,22,9,1,21,518,264,319,267
2,22,9,1,22,347,197,257,219
2,22,9,1,23,243,174,167,138
2,23,9,2,0,155,140,125,89
2,23,9,2,1,146,127,79,64
2,23,9,2,2,89,87,54,45
2,23,9,2,3,87,77,43,43
2,23,9,2,4,118,79,55,64
2,23,9,2,5,151,192,90,119
2,23,9,2,6,231,208,209,175
2,23,9,2,7,436,340,449,443
2,23,9,2,8,770,441,559,740
2,23,9,2,9,1014,577,804,991
2,23,9,2,10,1061,611,788,922
2,23,9,2,11,868,566,665,706
2,23,9,2,12,758,457,639,649
2,23,9,2,13,967,553,741,797
2,23,9,2,14,962,614,860,852
2,23,9,2,15,921,535,711,812
2,23,9,2,16,807,514,677,727
2,23,9,2,17,744,465,694,687
2,23,9,2,18,653,430,545,572
2,23,9,2,19,566,380,427,478
2,23,9,2,20,520,312,353,391
2,23,9,2,21,424,267,267,358
2,23,9,2,22,319,225,219,270
2,23,9,2,23,239,178,138,194
2,24,9,3,0,164,149,89,132
2,24,9,3,1,119,111,64,106
2,24,9,3,2,86,79,45,73
2,24,9,3,3,101,69,43,65
2,24,9,3,4,83,74,64,61
2,24,9,3,5,146,151,119,128
2,24,9,3,6,208,176,175,225
2,24,9,3,7,344,366,443,468
2,24,9,3,8,572,503,740,704
2,24,9,3,9,767,709,991,1009
2,24,9,3,10,910,701,922,938
2,24,9,3,11,756,605,706,732
2,24,9,3,12,683,553,649,675
2,24,9,3,13,704,614,797,868
2,24,9,3,14,778,680,852,908
2,24,9,3,15,726,637,812,862
2,24,9,3,16,649,597,727,804
2,24,9,3,17,552,580,687,721
2,24,9,3,18,517,466,572,562
2,24,9,3,19,457,405,478,501
2,24,9,3,20,476,353,391,462
2,24,9,3,21,426,303,358,364
2,24,9,3,22,293,238,270,245
2,24,9,3,23,194,155,194,198
2,25,9,4,0,115,142,132,113
2,25,9,4,1,90,100,106,75
2,25,9,4,2,56,73,73,84
2,25,9,4,3,96,50,65,55
2,25,9,4,4,103,82,61,72
2,25,9,4,5,203,124,128,130
2,25,9,4,6,329,209,225,182
2,25,9,4,7,568,350,468,423
2,25,9,4,8,856,589,704,805
2,25,9,4,9,1106,793,1009,1030
2,25,9,4,10,1184,713,938,939
2,25,9,4,11,1080,646,732,712
2,25,9,4,12,1037,574,675,708
2,25,9,4,13,1236,691,868,840
2,25,9,4,14,1190,760,908,970
2,25,9,4,15,848,736,862,865
2,25,9,4,16,1058,566,804,840
2,25,9,4,17,1068,570,721,805
2,25,9,4,18,798,527,562,609
2,25,9,4,19,723,397,501,473
2,25,9,4,20,607,342,462,423
2,25,9,4,21,515,295,364,374
2,25,9,4,22,373,249,245,284
2,25,9,4,23,259,164,198,208
2,26,9,5,0,174,91,113,141
2,26,9,5,1,116,74,75,96
2,26,9,5,2,110,55,84,75
2,26,9,5,3,99,48,55,72
2,26,9,5,4,134,64,72,96
2,26,9,5,5,223,122,130,145
2,26,9,5,6,333,190,182,205
2,26,9,5,7,536,363,423,454
2,26,9,5,8,1002,597,805,833
2,26,9,5,9,1038,787,1030,1045
2,26,9,5,10,1122,775,939,929
2,26,9,5,11,1048,625,712,793
2,26,9,5,12,962,595,708,800
2,26,9,5,13,1056,713,840,845
2,26,9,5,14,1095,749,970,978
2,26,9,5,15,1007,694,865,972
2,26,9,5,16,945,713,840,908
2,26,9,5,17,869,586,805,938
2,26,9,5,18,752,564,609,761
2,26,9,5,19,627,456,473,583
2,26,9,5,20,589,420,423,548
2,26,9,5,21,477,344,374,424
2,26,9,5,22,367,229,284,314
2,26,9,5,23,244,196,208,206
2,27,9,6,0,143,120,141,135
2,27,9,6,1,102,85,96,98
2,27,9,6,2,89,80,75,54
2,27,9,6,3,95,56,72,61
2,27,9,6,4,135,67,96,89
2,27,9,6,5,212,126,145,130
2,27,9,6,6,336,173,205,197
2,27,9,6,7,490,326,454,418
2,27,9,6,8,769,560,833,714
2,27,9,6,9,1014,792,1045,1050
2,27,9,6,10,1057,856,929,1069
2,27,9,6,11,1021,700,793,848
2,27,9,6,12,970,611,800,774
2,27,9,6,13,1074,742,845,900
2,27,9,6,14,1087,824,978,1047
2,27,9,6,15,1058,748,972,903
2,27,9,6,16,967,745,908,794
2,27,9,6,17,921,703,938,804
2,27,9,6,18,745,596,761,719
2,27,9,6,19,656,485,583,657
2,27,9,6,20,620,408,548,532
2,27,9,6,21,522,365,424,459
2,27,9,6,22,392,281,314,320
2,27,9,6,23,292,212,206,224
2,28,9,7,0,204,135,135,148
2,28,9,7,1,143,104,98,113
2,28,9,7,2,125,84,54,79
2,28,9,7,3,132,57,61,82
2,28,9,7,4,187,64,89,96
2,28,9,7,5,252,101,130,134
2,28,9,7,6,332,155,197,174
2,28,9,7,7,523,291,418,350
2,28,9,7,8,758,491,714,592
2,28,9,7,9,908,734,1050,891
2,28,9,7,10,1055,731,1069,1016
2,28,9,7,11,988,643,848,791
2,28,9,7,12,880,571,774,689
2,28,9,7,13,975,658,900,778
2,28,9,7,14,949,692,1047,831
2,28,9,7,15,1001,648,903,716
2,28,9,7,16,840,555,794,718
2,28,9,7,17,835,486,804,601
2,28,9,7,18,662,488,719,555
2,28,9,7,19,627,483,657,590
2,28,9,7,20,576,384,532,525
2,28,9,7,21,525,319,459,450
2,28,9,7,22,364,257,320,318
2,28,9,7,23,310,167,224,242
2,29,10,1,0,175,125,148,134
2,29,10,1,1,117,79,113,98
2,29,10,1,2,134,54,79,58
2,29,10,1,3,105,43,82,49
2,29,10,1,4,196,55,96,81
2,29,10,1,5,278,90,134,153
2,29,10,1,6,397,209,174,297
2,29,10,1,7,514,449,350,548
2,29,10,1,8,777,559,592,825
2,29,10,1,9,1005,804,891,1005
2,29,10,1,10,1029,788,1016,967
2,29,10,1,11,905,665,791,756
2,29,10,1,12,924,639,689,746
2,29,10,1,13,1078,741,778,887
2,29,10,1,14,1109,860,831,977
2,29,10,1,15,1025,711,716,876
2,29,10,1,16,988,677,718,794
2,29,10,1,17,920,694,601,873
2,29,10,1,18,872,545,555,682
2,29,10,1,19,843,427,590,551
2,29,10,1,20,864,353,525,504
2,29,10,1,21,754,267,450,387
2,29,10,1,22,601,219,318,282
2,29,10,1,23,441,138,242,198
3,1,10,2,0,331,89,134,127
3,1,10,2,1,275,64,98,78
3,1,10,2,2,247,45,58,58
3,1,10,2,3,2,43,49,78
3,1,10,2,4,12,64,81,94
3,1,10,2,5,497,119,153,123
3,1,10,2,6,17,175,297,211
3,1,10,2,6,17,175,297,26
3,1,10,2,7,596,443,548,440
3,1,10,2,8,745,740,825,841
3,1,10,2,9,845,991,1005,1054
3,1,10,2,10,970,922,967,977
3,1,10,2,11,864,706,756,804
3,1,10,2,12,780,649,746,755
3,1,10,2,13,853,797,887,901
3,1,10,2,14,934,852,977,966
3,1,10,2,15,863,812,876,834
3,1,10,2,16,774,727,794,839
3,1,10,2,17,642,687,873,857
3,1,10,2,18,714,572,682,662
3,1,10,2,19,757,478,551,567
3,1,10,2,20,738,391,504,493
3,1,10,2,21,701,358,387,407
3,1,10,2,22,633,270,282,270
3,1,10,2,23,436,194,198,191
3,2,10,3,0,399,132,127,116
3,2,10,3,1,249,106,78,101
3,2,10,3,2,212,73,58,54
3,2,10,3,3,229,65,78,58
3,2,10,3,4,369,61,94,64
3,2,10,3,5,490,128,123,120
3,2,10,3,6,472,225,26,224
3,2,10,3,7,482,468,440,470
3,2,10,3,8,736,704,841,856
3,2,10,3,9,848,1009,1054,1032
3,2,10,3,10,826,938,977,955
3,2,10,3,11,805,732,804,831
3,2,10,3,12,747,675,755,707
3,2,10,3,13,869,868,901,918
3,2,10,3,14,933,908,966,959
3,2,10,3,15,757,862,834,907
3,2,10,3,16,774,804,839,901
3,2,10,3,17,764,721,857,889
3,2,10,3,18,839,562,662,648
3,2,10,3,19,934,501,567,597
3,2,10,3,20,1010,462,493,458
3,2,10,3,21,886,364,407,363
3,2,10,3,22,717,245,270,290
3,2,10,3,23,579,198,191,192
3,3,10,4,0,402,113,116,141
3,3,10,4,1,300,75,101,86
3,3,10,4,2,220,84,54,67
3,3,10,4,3,289,55,58,41
3,3,10,4,4,404,72,64,83
3,3,10,4,5,564,130,120,121
3,3,10,4,6,496,182,224,250
3,3,10,4,7,601,423,470,466
3,3,10,4,8,753,805,856,848
3,3,10,4,9,835,1030,1032,1102
3,3,10,4,10,824,939,955,1028
3,3,10,4,11,721,712,831,784
3,3,10,4,12,718,708,707,818
3,3,10,4,13,811,840,918,880
3,3,10,4,14,831,970,959,976
3,3,10,4,15,736,865,907,910
3,3,10,4,16,692,840,901,708
3,3,10,4,17,760,805,889,906
3,3,10,4,18,871,609,648,681
3,3,10,4,19,1018,473,597,575
3,3,10,4,20,986,423,458,460
3,3,10,4,21,761,374,363,367
