4412705,2017-06-12,1,0,285
4412705,2017-06-12,1,1,152
4412705,2017-06-12,1,2,104
4412705,2017-06-12,1,3,68
4412705,2017-06-12,1,4,61
4412705,2017-06-12,1,5,102
4412705,2017-06-12,1,6,888
4412705,2017-06-12,1,7,2745
4412705,2017-06-12,1,8,2760
4412705,2017-06-12,1,9,2153
4412705,2017-06-12,1,10,1671
4412705,2017-06-12,1,11,1364
4412705,2017-06-12,1,12,1148
4412705,2017-06-12,1,13,1387
4412705,2017-06-12,1,14,1625
4412705,2017-06-12,1,15,1715
4412705,2017-06-12,1,16,1759
4412705,2017-06-12,1,17,1683
4412705,2017-06-12,1,18,1871
4412705,2017-06-12,1,19,994
4412705,2017-06-12,1,20,863
4412705,2017-06-12,1,21,685
4412705,2017-06-12,1,22,450
4412705,2017-06-12,1,23,252
4412705,2017-06-13,2,0,188
4412705,2017-06-13,2,1,99
4412705,2017-06-13,2,2,76
4412705,2017-06-13,2,3,26
4412705,2017-06-13,2,4,33
4412705,2017-06-13,2,5,55
4412705,2017-06-13,2,6,485
4412705,2017-06-13,2,7,2098
4412705,2017-06-13,2,8,2346
4412705,2017-06-13,2,9,1758
4412705,2017-06-13,2,10,1403
4412705,2017-06-13,2,11,1094
4412705,2017-06-13,2,12,876
4412705,2017-06-13,2,13,1323
4412705,2017-06-13,2,14,1475
4412705,2017-06-13,2,15,1420
4412705,2017-06-13,2,16,1615
4412705,2017-06-13,2,17,1775
4412705,2017-06-13,2,18,1792
4412705,2017-06-13,2,19,980
4412705,2017-06-13,2,20,882
4412705,2017-06-13,2,21,845
4412705,2017-06-13,2,22,534
4412705,2017-06-13,2,23,385
4412705,2017-06-14,3,0,264
4412705,2017-06-14,3,1,156
4412705,2017-06-14,3,2,80
4412705,2017-06-14,3,3,62
4412705,2017-06-14,3,4,55
4412705,2017-06-14,3,5,86
4412705,2017-06-14,3,6,702
4412705,2017-06-14,3,7,2369
4412705,2017-06-14,3,8,2550
4412705,2017-06-14,3,9,1961
4412705,2017-06-14,3,10,1711
4412705,2017-06-14,3,11,1443
4412705,2017-06-14,3,12,1116
4412705,2017-06-14,3,13,1406
4412705,2017-06-14,3,14,1658
4412705,2017-06-14,3,15,1693
4412705,2017-06-14,3,16,1750
4412705,2017-06-14,3,17,1950
4412705,2017-06-14,3,18,1857
4412705,2017-06-14,3,19,1150
4412705,2017-06-14,3,20,979
4412705,2017-06-14,3,21,902
4412705,2017-06-14,3,22,693
4412705,2017-06-14,3,23,439
4412705,2017-06-15,4,0,272
4412705,2017-06-15,4,1,175
4412705,2017-06-15,4,2,98
4412705,2017-06-15,4,3,66
4412705,2017-06-15,4,4,63
4412705,2017-06-15,4,5,77
4412705,2017-06-15,4,6,704
4412705,2017-06-15,4,7,2404
4412705,2017-06-15,4,8,2746
4412705,2017-06-15,4,9,2070
4412705,2017-06-15,4,10,1845
4412705,2017-06-15,4,11,1482
4412705,2017-06-15,4,12,1111
4412705,2017-06-15,4,13,1428
4412705,2017-06-15,4,14,1668
4412705,2017-06-15,4,15,1751
4412705,2017-06-15,4,16,1863
4412705,2017-06-15,4,17,2018
4412705,2017-06-15,4,18,2147
4412705,2017-06-15,4,19,1244
4412705,2017-06-15,4,20,1095
4412705,2017-06-15,4,21,993
4412705,2017-06-15,4,22,721
4412705,2017-06-15,4,23,449
4412705,2017-06-16,5,0,282
4412705,2017-06-16,5,1,176
4412705,2017-06-16,5,2,95
4412705,2017-06-16,5,3,60
4412705,2017-06-16,5,4,60
4412705,2017-06-16,5,5,85
4412705,2017-06-16,5,6,520
4412705,2017-06-16,5,7,2017
4412705,2017-06-16,5,8,2536
4412705,2017-06-16,5,9,2070
4412705,2017-06-16,5,10,1762
4412705,2017-06-16,5,11,1469
4412705,2017-06-16,5,12,1227
4412705,2017-06-16,5,13,1417
4412705,2017-06-16,5,14,1612
4412705,2017-06-16,5,15,1796
4412705,2017-06-16,5,16,2063
4412705,2017-06-16,5,17,2101
4412705,2017-06-16,5,18,2022
4412705,2017-06-16,5,19,1275
